transaction_id,amount,hour,device_type,location,account_age_days,transaction_frequency,failed_attempts,distance_from_last_transaction,previous_transaction_amount,new_device,location_changed,night_transaction,amount_ratio,is_fraud
TXN108467,4453.74,22,Mobile,Hyderabad,1537,14,0,9.08,673.48,0,0,0,6.603220258569564,0
TXN108468,327.39,20,Mobile,Chennai,2281,4,2,43.3,689.34,0,0,0,0.474244575136889,0
TXN108469,622.7,9,Desktop,Mumbai,2610,20,0,7.11,89.39,0,0,0,6.889036397831619,0
TXN108470,1016.71,5,Mobile,Pune,1755,18,0,3.66,600.34,0,0,1,1.6907406791498985,0
TXN108471,5102.83,3,Desktop,Mumbai,1068,28,1,4.91,1954.85,0,0,1,2.6090088708234274,0
TXN108472,567.71,20,Mobile,Chennai,2600,27,0,15.86,3166.39,1,0,0,0.17923590085212115,0
TXN108473,605.16,4,Mobile,Mumbai,1124,15,3,16.81,1290.73,0,0,1,0.4684879967175803,1
TXN108474,1768.95,22,Tablet,Delhi,412,6,0,63.65,716.68,0,0,0,2.4648171887192065,0
TXN108475,615.71,10,Mobile,Kolkata,1303,6,0,2.83,1248.66,0,0,0,0.49270201494806587,0
TXN108476,1277.33,11,Mobile,Bangalore,1093,26,0,70.85,1021.37,1,0,0,1.2493813394367987,0
TXN108477,232.4,15,Mobile,Delhi,267,2,0,57.97,313.76,0,0,0,0.7383403227856145,0
TXN108478,10039.98,19,Mobile,Kolkata,2452,23,1,16.14,329.81,0,0,0,30.349687131586105,0
TXN108479,284.94,20,Mobile,Pune,867,29,1,9.85,886.79,1,0,0,0.32095427972831414,0
TXN108480,794.92,13,Desktop,Mumbai,75,26,1,5.28,778.89,0,0,0,1.019271948608137,0
TXN108481,1061.59,13,Tablet,Chennai,101,15,1,33.73,352.68,0,0,0,3.001555078036643,0
TXN108482,7425.6,19,Desktop,Hyderabad,833,20,0,40.96,352.03,1,1,0,21.033906466872505,0
TXN108483,291.53,19,Mobile,Mumbai,2389,29,1,60.82,586.08,0,1,0,0.49657627580568225,0
TXN108484,7972.11,14,Tablet,Hyderabad,994,6,0,47.99,467.44,0,1,0,17.018422850311673,0
TXN108485,2338.29,7,Desktop,Bangalore,618,11,0,41.26,834.02,0,0,0,2.8002802328087952,0
TXN108486,1664.19,4,Mobile,Kolkata,1715,16,0,35.59,1150.22,0,1,1,1.4455881586490853,1
TXN108487,409.68,8,Mobile,Delhi,41,16,0,24.76,913.28,0,0,0,0.44809030056437854,0
TXN108488,1941.35,20,Desktop,Bangalore,317,28,0,5.66,942.04,1,0,0,2.058608330505599,0
TXN108489,531.93,15,Desktop,Hyderabad,579,12,1,4.83,1089.34,1,1,0,0.48785699873433974,0
TXN108490,3891.93,23,Mobile,Kolkata,474,6,1,2.61,606.6,0,1,1,6.405414746543778,1
TXN108491,415.27,2,Mobile,Bangalore,2286,7,2,3.58,223.13,0,1,1,1.8528086378441082,0
TXN108492,979.3,11,Tablet,Hyderabad,2587,12,0,12.71,407.99,0,0,0,2.3944350717621457,0
TXN108493,629.37,6,Mobile,Delhi,877,19,0,8.86,124.31,1,0,0,5.0225041896097675,0
TXN108494,408.49,16,Mobile,Hyderabad,2434,5,1,24.12,1093.18,1,0,0,0.3733297994845455,0
TXN108495,2301.51,14,Tablet,Delhi,1634,21,3,4.03,936.76,0,0,0,2.4542633509639997,0
TXN108496,1873.3,14,Mobile,Mumbai,2021,4,0,15.47,499.25,0,0,0,3.744727636181909,0
TXN108497,3673.9,11,Tablet,Hyderabad,1636,26,1,26.31,339.24,0,0,0,10.797966141547143,1
TXN108498,184.96,20,Desktop,Bangalore,1814,26,0,6.97,784.14,0,0,0,0.23557582087271062,0
TXN108499,3178.52,1,Mobile,Kolkata,2296,14,2,15.09,1261.85,1,0,1,2.516941837906323,0
TXN108500,13432.72,7,Mobile,Chennai,2154,28,0,1.39,573.01,0,1,0,23.401543527116253,0
TXN108501,698.1,21,Mobile,Bangalore,1280,10,1,65.55,2025.5,0,0,0,0.34448556624722426,0
TXN108502,7296.49,4,Mobile,Pune,942,27,0,4.83,587.31,0,0,1,12.402457887848245,0
TXN108503,842.89,2,Desktop,Kolkata,411,7,0,37.68,846.96,0,0,1,0.994020944384169,0
TXN108504,277.99,0,Mobile,Chennai,2695,5,0,16.81,564.47,0,0,1,0.49160875024316053,1
TXN108505,807.84,15,Desktop,Bangalore,2023,3,0,2.21,797.95,0,0,0,1.0111271043244259,0
TXN108506,3128.17,9,Desktop,Hyderabad,93,20,0,12.63,1400.06,1,0,0,2.2327166573879778,0
TXN108507,474.29,9,Mobile,Mumbai,154,2,0,12.49,1653.98,0,0,0,0.28658352366795975,0
TXN108508,601.64,10,Tablet,Pune,916,28,0,12.4,774.07,0,1,0,0.7762395654586036,0
TXN108509,1985.33,11,Desktop,Hyderabad,791,3,0,17.54,761.64,0,1,0,2.6032335046679953,0
TXN108510,1099.99,7,Tablet,Delhi,1539,5,0,32.25,396.65,0,0,0,2.7662265811643407,0
TXN108511,1967.7,4,Mobile,Mumbai,171,15,1,15.89,470.09,1,0,1,4.176908870916385,0
TXN108512,1391.07,8,Desktop,Kolkata,66,1,0,23.91,1650.61,0,1,0,0.8422508945816507,1
TXN108513,1771.58,10,Mobile,Pune,2602,28,0,4.09,601.35,0,0,0,2.941113970283058,0
TXN108514,711.73,14,Tablet,Hyderabad,613,16,0,15.37,1099.24,0,1,0,0.6468861339344143,0
TXN108515,1382.61,22,Mobile,Mumbai,849,28,0,2.06,1469.78,0,0,0,0.9400522171908783,0
TXN108516,433.82,16,Mobile,Delhi,2023,20,0,39.34,612.55,0,0,0,0.7070654388395404,0
TXN108517,3977.6,10,Mobile,Pune,1726,28,0,26.61,1398.04,0,0,0,2.843092406221409,0
TXN108518,581.57,12,Mobile,Chennai,386,21,1,9.63,1119.59,0,0,0,0.5189855344059826,0
TXN108519,3390.89,16,Mobile,Kolkata,945,15,1,3.88,1510.87,0,0,0,2.242844953600508,0
TXN108520,868.17,22,Mobile,Pune,2913,21,1,23.57,597.06,0,0,0,1.4516436477945358,0
TXN108521,1342.11,6,Desktop,Kolkata,2576,24,1,15.21,452.96,0,0,0,2.956449907480835,0
TXN108522,668.5,8,Mobile,Kolkata,2288,3,0,19.33,471.27,0,0,0,1.4155038431405764,0
TXN108523,397.03,17,Mobile,Mumbai,2549,9,1,23.59,1651.96,1,0,0,0.24019335011131543,0
TXN108524,191.57,22,Desktop,Mumbai,218,4,0,76.18,550.93,1,1,0,0.3470911166271085,0
TXN108525,381.72,17,Mobile,Delhi,2259,27,0,50.82,550.12,0,0,0,0.6926259253883003,0
TXN108526,793.21,9,Tablet,Pune,2956,13,0,9.79,2279.41,0,0,0,0.3478365732477932,0
TXN108527,1355.44,11,Mobile,Hyderabad,533,10,0,6.35,634.68,0,0,0,2.1322678077019885,0
TXN108528,3012.06,17,Mobile,Chennai,1760,14,0,3.48,81.13,1,0,0,36.67429684646292,0
TXN108529,702.22,20,Mobile,Mumbai,269,15,1,1.4,557.35,0,0,0,1.2576699203008865,0
TXN108530,453.97,8,Tablet,Mumbai,1047,13,0,36.2,644.24,0,0,0,0.7035676647449012,0
TXN108531,259.12,8,Desktop,Mumbai,2993,21,1,47.54,1766.86,0,1,0,0.14657269240776985,1
TXN108532,1772.35,9,Desktop,Mumbai,1088,2,1,38.91,239.48,0,0,0,7.370051563539588,0
TXN108533,4372.96,0,Mobile,Pune,265,18,0,9.25,829.31,0,0,1,5.266659440449953,1
TXN108534,3890.65,10,Tablet,Delhi,2792,11,0,25.47,524.53,0,0,0,7.403288109146957,0
TXN108535,2230.39,13,Tablet,Mumbai,2218,9,1,3.09,869.23,0,0,0,2.562989094836997,0
TXN108536,2076.72,22,Mobile,Chennai,2167,9,1,25.71,883.58,0,0,0,2.3476904293563043,0
TXN108537,5988.66,9,Desktop,Delhi,180,15,1,8.84,607.95,0,0,0,9.834403481402413,0
TXN108538,1528.56,13,Tablet,Pune,1541,13,2,7.88,779.96,0,1,0,1.9572833435771357,1
TXN108539,2092.53,18,Mobile,Mumbai,1101,18,1,33.2,1254.54,0,0,0,1.6666374627650256,0
TXN108540,795.7,9,Mobile,Pune,2639,29,1,24.66,266.17,0,1,0,2.978253546431111,0
TXN108541,280.89,16,Desktop,Chennai,2541,1,0,24.15,1061.76,0,0,0,0.26430238247581767,0
TXN108542,553.44,1,Mobile,Bangalore,1162,17,0,22.23,164.9,0,1,1,3.335985533453888,1
TXN108543,1086.63,21,Tablet,Bangalore,2155,12,0,15.85,258.52,0,0,0,4.187076140567202,0
TXN108544,1165.36,13,Mobile,Chennai,2053,25,1,3.72,442.58,0,0,0,2.6271698453492043,0
TXN108545,7527.26,17,Mobile,Mumbai,2074,28,0,5.97,365.32,0,0,0,20.548318410133216,0
TXN108546,1189.49,1,Mobile,Mumbai,593,21,0,17.03,2079.25,0,0,1,0.5718014661699315,0
TXN108547,3564.73,19,Desktop,Delhi,383,19,0,30.46,146.55,0,0,0,24.159471365638765,0
TXN108548,709.76,18,Mobile,Mumbai,773,1,0,20.43,569.05,1,1,0,1.2450837645820543,0
TXN108549,802.98,23,Mobile,Delhi,2297,4,1,10.04,1522.04,0,0,1,0.527221872045383,0
TXN108550,290.32,7,Mobile,Mumbai,1592,27,0,19.46,525.79,0,1,0,0.5511114485848251,1
TXN108551,522.0,5,Mobile,Pune,2666,19,0,7.9,585.91,0,0,1,0.8894038268218296,1
TXN108552,1857.49,19,Tablet,Hyderabad,1888,21,0,17.92,412.21,0,0,0,4.495268749546236,0
TXN108553,1104.96,6,Mobile,Hyderabad,2180,26,1,29.78,161.28,0,0,0,6.808972146906582,0
TXN108554,2815.62,12,Desktop,Chennai,2435,24,0,3.42,326.23,0,0,0,8.604406686428504,0
TXN108555,1314.56,1,Mobile,Kolkata,738,7,0,1.42,1892.82,0,1,1,0.6941314380458544,0
TXN108556,770.89,21,Mobile,Kolkata,856,11,1,10.27,381.39,0,0,0,2.0159784513193335,0
TXN108557,9398.42,6,Mobile,Kolkata,877,21,0,27.76,1651.51,0,0,0,5.687360439573739,0
TXN108558,998.34,0,Desktop,Pune,700,26,1,2.49,422.46,0,0,1,2.3575780475133428,0
TXN108559,3508.7,5,Desktop,Kolkata,1651,16,0,105.85,248.31,0,0,1,14.07364325538486,0
TXN108560,734.21,15,Desktop,Hyderabad,928,14,1,30.65,1212.02,0,0,0,0.605274439003479,0
TXN108561,2229.65,7,Tablet,Kolkata,2914,19,1,24.87,365.46,0,0,0,6.084292965125798,0
TXN108562,2773.92,12,Desktop,Bangalore,1791,29,0,10.08,1417.33,0,0,0,1.9557648784133455,0
TXN108563,1350.85,22,Mobile,Bangalore,618,5,2,33.97,845.05,0,0,0,1.5966550440281306,0
TXN108564,104.12,17,Mobile,Kolkata,1051,12,0,8.77,2464.05,0,0,0,0.04223849414819172,0
TXN108565,1116.83,13,Tablet,Kolkata,1023,13,0,12.46,297.15,0,0,0,3.7458661747442563,0
TXN108566,3753.56,17,Tablet,Delhi,2087,27,1,1.49,1909.26,0,0,0,1.9649471799650309,0
TXN108567,1858.42,3,Mobile,Bangalore,481,11,1,76.0,394.88,0,0,1,4.694402344144691,0
TXN108568,1712.72,14,Desktop,Mumbai,2747,1,0,19.19,1209.33,0,1,0,1.415085142068692,0
TXN108569,195.93,4,Mobile,Delhi,2513,3,1,5.5,587.73,0,0,1,0.3328011142629049,0
TXN108570,533.55,20,Mobile,Pune,1051,18,0,19.65,297.24,0,0,0,1.788995439914163,0
TXN108571,1654.67,13,Desktop,Hyderabad,1276,1,0,29.85,1248.47,0,0,0,1.3242975021409078,0
TXN108572,1653.06,15,Tablet,Kolkata,715,5,3,29.13,464.58,0,0,0,3.5505391125048327,0
TXN108573,3694.74,14,Mobile,Hyderabad,2080,1,1,0.0,988.92,0,0,0,3.732362211087765,0
TXN108574,948.74,10,Mobile,Bangalore,860,2,0,28.56,584.53,0,0,0,1.6203098047922395,0
TXN108575,1645.54,1,Desktop,Bangalore,969,1,0,14.81,645.55,0,1,1,2.5451086536230765,0
TXN108576,1114.74,22,Mobile,Mumbai,1634,26,3,34.07,899.97,0,0,0,1.2372665016593227,0
TXN108577,408.73,23,Mobile,Hyderabad,922,24,0,4.41,885.46,0,1,1,0.46108115425399904,0
TXN108578,114.92,17,Mobile,Kolkata,340,8,0,6.48,749.44,0,1,0,0.15313682639518147,0
TXN108579,1687.51,3,Mobile,Bangalore,2135,13,0,1.07,201.68,1,0,1,8.325981843299783,0
TXN108580,1304.99,14,Desktop,Hyderabad,91,1,1,7.7,601.31,0,1,0,2.1666417625475254,0
TXN108581,591.01,11,Mobile,Hyderabad,1026,7,1,10.46,653.28,0,1,0,0.9032982820810662,1
TXN108582,217.2,2,Mobile,Bangalore,1060,3,0,4.11,345.28,0,0,1,0.6272380732355319,0
TXN108583,2058.51,3,Tablet,Hyderabad,2963,19,0,22.74,1661.85,0,0,1,1.2379408846257933,1
TXN108584,840.57,20,Tablet,Bangalore,304,2,0,47.08,1087.8,0,0,0,0.7720150624540779,0
TXN108585,1913.85,15,Mobile,Kolkata,110,2,1,0.83,1214.23,1,1,0,1.574887058416925,0
TXN108586,7073.06,5,Mobile,Kolkata,461,26,0,7.98,214.56,0,1,1,32.812488402300986,1
TXN108587,128.84,1,Mobile,Chennai,1514,6,1,3.44,735.61,1,0,1,0.17490938216966917,1
TXN108588,544.79,21,Mobile,Bangalore,2262,21,0,1.69,282.32,0,0,0,1.9228787237046447,0
TXN108589,889.47,8,Mobile,Hyderabad,1822,22,1,5.0,715.68,0,1,0,1.2410978400401855,1
TXN108590,4697.69,11,Mobile,Chennai,2927,26,0,14.62,508.11,0,0,0,9.227259334917797,0
TXN108591,213.49,11,Tablet,Kolkata,309,3,1,17.38,1779.99,0,0,0,0.11987153212539094,0
TXN108592,7599.68,23,Tablet,Hyderabad,699,23,0,2.08,991.25,0,1,1,7.659037540942303,1
TXN108593,1256.21,13,Desktop,Hyderabad,1336,27,1,48.41,408.52,0,0,0,3.0675180699355344,1
TXN108594,996.25,16,Desktop,Chennai,864,10,1,4.81,5197.22,0,0,0,0.1916521424641512,0
TXN108595,899.59,8,Desktop,Pune,1553,4,1,28.23,1248.79,0,1,0,0.7197929252114356,0
TXN108596,708.92,11,Mobile,Mumbai,2706,2,0,21.8,1403.32,0,0,0,0.5048137176711861,0
TXN108597,3127.9,9,Mobile,Chennai,1773,7,3,31.45,740.6,0,0,0,4.21777238403452,0
TXN108598,376.71,10,Mobile,Kolkata,33,20,0,11.99,944.01,1,0,0,0.3986307023206103,0
TXN108599,1549.08,1,Desktop,Pune,726,1,1,23.76,590.82,1,0,1,2.6174850461288903,1
TXN108600,746.82,15,Mobile,Pune,925,9,2,43.29,819.65,0,0,0,0.9100347285688175,0
TXN108601,511.77,0,Mobile,Hyderabad,1438,27,0,2.77,293.45,1,0,1,1.7380539989811512,0
TXN108602,14559.15,21,Tablet,Hyderabad,254,1,1,19.38,1321.23,0,1,0,11.011057077815508,1
TXN108603,1667.45,0,Mobile,Kolkata,2121,1,1,14.41,1982.0,0,1,1,0.8408724155320222,0
TXN108604,2024.88,21,Mobile,Mumbai,650,23,0,11.91,519.25,0,0,0,3.892128784238347,0
TXN108605,3421.3,1,Mobile,Chennai,1911,7,0,49.63,2384.0,0,1,1,1.4345073375262056,0
TXN108606,264.71,11,Mobile,Bangalore,900,9,1,117.0,455.84,0,0,0,0.5794370020138342,0
TXN108607,6325.17,22,Mobile,Hyderabad,2081,29,2,10.01,387.57,0,0,0,16.27807087526057,0
TXN108608,89.21,22,Mobile,Chennai,1982,21,0,12.73,955.84,0,0,0,0.09323397851260398,0
TXN108609,508.38,19,Mobile,Delhi,463,16,0,18.25,731.04,0,0,0,0.6944702475274576,0
TXN108610,692.96,17,Mobile,Hyderabad,1946,18,1,15.66,445.36,0,0,0,1.5524688592167757,0
TXN108611,1962.01,11,Mobile,Bangalore,2810,28,1,17.92,544.1,0,0,0,3.5993579159787195,0
TXN108612,1364.74,22,Mobile,Hyderabad,552,24,0,1.42,434.62,1,0,0,3.1328680960470137,0
TXN108613,928.14,0,Mobile,Pune,1839,19,0,19.88,946.19,0,0,1,0.9798878788838564,0
TXN108614,1083.56,10,Desktop,Chennai,494,14,0,20.72,894.69,1,1,0,1.2097489086625952,0
TXN108615,412.39,1,Desktop,Mumbai,1739,14,0,40.5,248.33,0,0,1,1.6539927004371715,0
TXN108616,245.37,11,Desktop,Delhi,1787,29,1,14.75,295.36,0,0,0,0.8279457416655419,0
TXN108617,2267.68,1,Mobile,Bangalore,510,5,1,6.33,311.88,0,0,1,7.247762720531833,0
TXN108618,2194.49,16,Mobile,Kolkata,196,6,0,13.97,497.84,1,0,0,4.399186111779327,0
TXN108619,5348.09,5,Desktop,Hyderabad,1133,19,0,14.06,1765.81,1,1,1,3.026975169939043,1
TXN108620,497.69,15,Mobile,Bangalore,318,6,0,20.71,1619.8,0,1,0,0.3070644126357355,1
TXN108621,2192.54,18,Desktop,Mumbai,908,5,1,13.85,260.25,0,0,0,8.392497607655502,0
TXN108622,825.75,5,Mobile,Delhi,1503,11,0,10.14,925.43,0,1,1,0.8913247627991322,0
TXN108623,3606.43,6,Desktop,Bangalore,1698,7,0,39.25,1179.87,1,1,0,3.0540448990998166,1
TXN108624,3047.15,18,Mobile,Chennai,189,10,2,71.17,918.34,1,0,0,3.314497356799443,1
TXN108625,1354.53,19,Mobile,Chennai,2219,18,0,15.53,106.62,0,0,0,12.586229325404199,0
TXN108626,780.92,16,Mobile,Bangalore,1431,8,1,19.7,2338.75,0,0,0,0.3337621540762902,0
TXN108627,2866.74,5,Desktop,Delhi,1475,22,0,20.1,4504.5,1,1,1,0.6362756630784596,1
TXN108628,2094.15,14,Desktop,Hyderabad,1812,1,1,14.73,748.69,0,0,0,2.7933545865624456,0
TXN108629,553.11,21,Mobile,Chennai,2722,15,1,2.19,398.13,0,0,0,1.38578909127352,0
TXN108630,290.67,8,Mobile,Hyderabad,1739,27,0,1.06,327.79,1,0,0,0.8840597341768301,0
TXN108631,821.78,1,Mobile,Hyderabad,2261,11,0,39.08,1915.63,0,0,1,0.42876298503101795,0
TXN108632,4991.11,4,Mobile,Bangalore,2030,18,1,5.29,473.16,0,0,1,10.526214779821156,1
TXN108633,3451.23,20,Mobile,Chennai,2152,29,0,20.73,372.19,1,0,0,9.247916610841662,0
TXN108634,360.57,22,Tablet,Bangalore,804,3,0,19.76,854.9,0,0,0,0.4212758499824746,0
TXN108635,341.12,4,Mobile,Mumbai,426,19,0,16.86,249.17,0,1,1,1.3635527841068074,0
TXN108636,3923.28,11,Tablet,Hyderabad,656,13,1,2.82,287.78,0,0,0,13.585705381259093,0
TXN108637,352.26,9,Desktop,Delhi,694,26,0,1.25,896.47,0,0,0,0.39250337058620344,0
TXN108638,1824.93,3,Mobile,Kolkata,1039,19,0,4.92,323.8,0,1,1,5.61862684729064,1
TXN108639,592.25,11,Mobile,Pune,1165,11,0,18.62,158.97,0,0,0,3.702256673126211,0
TXN108640,5525.04,14,Desktop,Hyderabad,2217,5,0,15.85,1346.19,1,0,0,4.101158708125802,0
TXN108641,507.54,9,Mobile,Delhi,2620,25,0,25.71,1411.01,0,0,0,0.359445046423184,0
TXN108642,3440.46,17,Mobile,Bangalore,2809,29,1,10.1,296.01,0,0,0,11.583650382142016,0
TXN108643,1319.3,23,Tablet,Chennai,1324,22,1,30.26,549.14,0,0,1,2.398116842985422,0
TXN108644,1411.2,4,Mobile,Hyderabad,2600,13,1,16.09,280.47,1,1,1,5.0136781895050975,1
TXN108645,152.89,12,Mobile,Mumbai,644,25,3,1.6,1378.46,0,0,0,0.11083322459513141,0
TXN108646,121.16,3,Mobile,Hyderabad,445,3,1,2.12,133.24,0,0,1,0.9025625744934445,0
TXN108647,879.57,8,Desktop,Delhi,1005,25,1,6.31,228.58,0,0,0,3.831213520341493,0
TXN108648,1403.75,17,Mobile,Kolkata,1105,20,1,9.62,2056.34,0,0,0,0.6823130838850165,0
TXN108649,355.95,2,Mobile,Delhi,198,23,1,67.57,1181.9,0,0,1,0.3009130103981739,0
TXN108650,369.19,23,Mobile,Delhi,2672,17,0,47.73,1199.15,0,0,1,0.3076198808482273,0
TXN108651,1922.67,10,Desktop,Chennai,1321,26,0,16.94,533.29,0,0,0,3.5985513485185954,0
TXN108652,1925.33,3,Desktop,Mumbai,2013,3,0,4.47,1980.29,0,0,1,0.971755775277723,0
TXN108653,955.52,8,Mobile,Mumbai,2034,4,0,79.38,724.43,1,0,0,1.3171773982327724,0
TXN108654,2392.76,11,Desktop,Delhi,2217,28,0,15.44,223.84,0,1,0,10.642056573563424,0
TXN108655,338.93,9,Mobile,Mumbai,650,24,0,17.82,1015.51,0,1,0,0.33342515076093693,0
TXN108656,768.21,9,Mobile,Mumbai,1090,1,0,13.68,2066.43,1,0,0,0.37157727226556647,1
TXN108657,5698.04,8,Tablet,Bangalore,38,7,2,14.87,1803.34,0,0,0,3.1579635767094896,0
TXN108658,1174.18,9,Mobile,Pune,214,20,0,25.64,1814.05,0,0,0,0.6469133081733286,0
TXN108659,1244.28,8,Tablet,Mumbai,2832,14,1,3.98,137.55,0,1,0,8.980728978708047,1
TXN108660,11003.26,0,Desktop,Pune,1123,11,1,13.74,592.61,1,1,1,18.536176951196914,0
TXN108661,270.6,21,Mobile,Delhi,2309,19,0,3.25,672.28,1,0,0,0.40191302281368824,0
TXN108662,2431.91,15,Desktop,Chennai,1935,13,0,4.11,372.01,0,0,0,6.519691161094877,0
TXN108663,5790.57,13,Mobile,Pune,1947,8,1,12.16,791.41,0,1,0,7.307542812432958,0
TXN108664,792.46,12,Mobile,Bangalore,877,5,1,5.13,399.18,0,0,0,1.980258883502424,0
TXN108665,2590.56,5,Mobile,Mumbai,2545,22,1,61.85,119.19,0,0,1,21.553873034362258,0
TXN108666,410.75,13,Desktop,Bangalore,1698,18,0,2.73,361.95,0,0,0,1.131698581071773,0
TXN108667,551.85,7,Mobile,Hyderabad,2707,14,0,81.1,1063.75,0,0,0,0.518290678563043,0
TXN108668,1611.57,22,Desktop,Bangalore,366,17,1,57.06,839.43,0,0,0,1.9175541092060018,0
TXN108669,2437.11,22,Tablet,Pune,1747,12,0,33.94,264.24,1,0,0,9.188320012064546,1
TXN108670,3364.17,17,Mobile,Kolkata,2774,23,1,17.12,1153.41,0,0,0,2.914189932519642,0
TXN108671,5269.17,19,Desktop,Bangalore,168,8,0,12.76,1396.19,1,0,0,3.7712623193695918,0
TXN108672,1025.11,0,Mobile,Bangalore,229,29,0,26.05,724.42,0,0,1,1.4131261889663917,0
TXN108673,3617.77,11,Mobile,Mumbai,2384,3,0,2.37,620.3,0,0,0,5.822903589248351,0
TXN108674,778.75,10,Tablet,Bangalore,2818,6,0,16.43,876.7,0,0,0,0.8872621624700923,0
TXN108675,2702.93,12,Mobile,Pune,2108,12,1,45.56,262.9,0,0,0,10.24225085259568,0
TXN108676,1349.5,22,Mobile,Chennai,1677,17,0,18.42,4585.44,0,0,0,0.2942369244991759,1
TXN108677,1712.45,3,Mobile,Mumbai,1142,4,0,7.58,956.99,0,0,1,1.787544755164459,0
TXN108678,1674.9,5,Mobile,Delhi,2937,28,0,10.21,907.64,0,0,1,1.8433042789223457,0
TXN108679,220.37,21,Desktop,Hyderabad,2804,2,0,24.71,197.3,0,1,0,1.1112960161371659,0
TXN108680,356.34,12,Mobile,Delhi,2896,1,0,1.05,2155.04,1,1,0,0.1652752268046975,0
TXN108681,1215.05,23,Mobile,Mumbai,1402,28,0,19.8,289.62,0,0,1,4.180889133576492,1
TXN108682,202.9,21,Tablet,Delhi,435,19,1,7.75,448.25,0,1,0,0.45164162493043963,1
TXN108683,2517.98,12,Tablet,Hyderabad,2279,27,0,10.15,627.88,1,0,0,4.003911716066658,1
TXN108684,2621.64,5,Mobile,Pune,2635,18,1,6.6,396.51,0,0,1,6.595154838871978,0
TXN108685,1521.07,21,Mobile,Pune,298,21,0,44.31,591.56,0,0,0,2.5669468070743893,0
TXN108686,357.4,3,Mobile,Bangalore,365,25,1,34.3,329.35,0,1,1,1.0818828515211139,0
TXN108687,4359.61,20,Desktop,Delhi,2968,24,0,38.17,1257.94,0,0,0,3.4629211876658137,0
TXN108688,8410.28,2,Mobile,Pune,2448,28,0,10.59,944.76,0,0,1,8.892615462696668,1
TXN108689,1270.39,14,Mobile,Mumbai,617,2,0,2.75,474.04,1,0,0,2.6742800606264736,0
TXN108690,1827.19,10,Desktop,Chennai,269,7,1,21.11,1378.43,1,0,0,1.3245978411372814,0
TXN108691,1341.76,1,Mobile,Hyderabad,2702,11,0,22.2,742.1,1,1,1,1.8056250841071189,1
TXN108692,1863.79,22,Mobile,Delhi,836,12,0,10.8,258.11,0,1,0,7.19304542472309,0
TXN108693,973.06,16,Mobile,Chennai,2352,19,1,1.45,367.4,0,0,0,2.641313789359392,0
TXN108694,1059.38,22,Desktop,Hyderabad,858,6,0,5.02,1049.75,0,0,0,1.008213181061147,0
TXN108695,2712.75,1,Mobile,Delhi,1149,28,0,0.32,1223.25,0,0,1,2.215846436593833,1
TXN108696,11448.62,20,Mobile,Mumbai,1622,9,1,25.16,952.08,0,0,0,12.012234020229153,1
TXN108697,270.41,0,Desktop,Chennai,1100,16,0,43.9,592.45,0,0,1,0.4556575954166316,0
TXN108698,988.5,4,Desktop,Pune,2924,19,1,42.71,1765.07,0,0,1,0.5597173384973416,0
TXN108699,336.82,19,Mobile,Chennai,1772,26,0,5.53,289.45,0,0,0,1.1596488207953177,0
TXN108700,5388.51,16,Mobile,Kolkata,2112,26,0,4.64,408.51,1,0,0,13.158433249493298,0
TXN108701,609.27,0,Mobile,Delhi,753,15,0,12.45,607.69,1,0,1,1.0009528659908984,0
TXN108702,258.99,6,Mobile,Delhi,700,2,0,4.59,891.43,0,0,0,0.2902076353327432,0
TXN108703,2075.98,2,Mobile,Mumbai,2993,14,1,2.71,555.48,0,0,1,3.7305563542265667,0
TXN108704,6274.89,15,Mobile,Mumbai,2101,18,1,3.8,172.1,1,0,0,36.25008665511265,0
TXN108705,2129.4,15,Mobile,Kolkata,2577,5,0,10.97,352.86,1,0,0,6.017634092578986,1
TXN108706,1345.87,11,Mobile,Bangalore,359,6,0,12.13,171.01,0,0,0,7.824370676123481,0
TXN108707,1651.01,8,Mobile,Delhi,534,20,1,21.76,366.71,0,1,0,4.489978515678116,0
TXN108708,4513.56,13,Mobile,Mumbai,2838,6,0,67.01,316.68,0,0,0,14.207882145555276,0
TXN108709,457.51,11,Tablet,Delhi,2459,20,0,48.45,2662.86,0,0,0,0.17174701373195286,0
TXN108710,980.59,15,Mobile,Mumbai,733,12,0,8.84,1602.37,1,0,0,0.6115806083436762,0
TXN108711,697.37,16,Mobile,Hyderabad,2170,5,1,3.9,1038.1,0,0,0,0.6711288615147725,0
TXN108712,341.09,11,Mobile,Mumbai,1254,7,0,66.1,2198.14,0,0,0,0.155101539692789,0
TXN108713,789.68,3,Desktop,Mumbai,679,22,0,21.5,941.24,0,0,1,0.8380879606045168,0
TXN108714,3320.0,16,Mobile,Hyderabad,986,2,4,17.92,109.71,0,0,0,29.988257609972,1
TXN108715,1932.56,0,Mobile,Hyderabad,879,9,1,14.97,2182.79,0,0,1,0.8849568868801487,0
TXN108716,2088.73,20,Mobile,Pune,983,26,0,8.33,1163.14,0,0,0,1.7942257804044186,0
TXN108717,1269.62,16,Mobile,Bangalore,424,5,0,18.03,2302.44,0,1,0,0.5511843156322717,0
TXN108718,1850.71,10,Mobile,Mumbai,2434,9,0,11.16,416.89,0,0,0,4.428701332886645,0
TXN108719,492.46,18,Mobile,Hyderabad,1946,21,1,14.69,369.9,0,0,0,1.3277433270423296,0
TXN108720,804.72,22,Mobile,Bangalore,961,19,1,14.62,763.44,0,0,0,1.0526921668149234,0
